#KEY	C23.fq	C25.fq	C28.fq	K05.fq	K23.fq	K25.fq
3110070M22Rik	1	0	1	0	0	0
3110082I17Rik	101	204	201	188	65	150
3110082J24Rik	3	0	4	0	0	10
3110083C13Rik	9	8	8	2	2	1
3110099E03Rik	0	1	1	0	0	0
3200001D21Rik	1	2	2	3	3	0
3300002A11Rik	0	0	0	0	0	0
3300002I08Rik	28	16	11	19	0	6
3300002P13Rik	0	0	0	1	0	0
3300005D01Rik	62	12	57	30	0	7
3425401B19Rik	2	0	2	90	21	0
3632454L22Rik	1	2	4	0	2	1
3830403N18Rik	3	7	1	3	0	7
3830406C13Rik	158	144	134	148	51	189
3830408C21Rik	17	11	10	7	1	13
3830417A13Rik	0	1	0	3	0	1
3830432H09Rik	0	0	2	0	0	6
3930402G23Rik	15	3	20	10	0	3
4430402I18Rik	33	16	24	41	19	56
4631405J19Rik	0	1	4	0	2	1
4632404H12Rik	48	41	48	27	43	51
4632415L05Rik	166	200	186	93	38	159
4632427E13Rik	7	8	3	5	1	5
4632428C04Rik	14	13	9	2	6	8
4732414G09Rik	1	2	0	1	0	1
4732416N19Rik	47	13	10	7	13	39
4732419C18Rik	4	1	1	9	2	1
4732471J01Rik	85	77	51	67	79	117
4732490B19Rik	2	17	9	0	33	28
4732491K20Rik	5	5	4	6	5	18
4831407H17Rik	0	0	1	0	0	0
4831440E17Rik	47	15	8	8	27	26
4833407H14Rik	0	4	20	21	3	15
4833411C07Rik	8	2	4	1	0	5
4833412C05Rik	0	0	0	1	0	0
4833415N18Rik	2	2	1	0	6	0
4833417C18Rik	6	2	6	5	3	3
4833418N02Rik	27	38	41	44	32	34
4833419F23Rik	6	2	2	1	10	5
4833420G17Rik	260	206	200	209	143	189
4833422C13Rik	192	87	159	204	5	74
4833422M21Rik	0	3	0	0	0	0
4833427F10Rik	6	11	13	4	2	5
4833428L15Rik	0	0	0	0	3	0
4833438C02Rik	134	62	99	116	79	132
4833439F03Rik	44	77	15	14	36	73
4833439L19Rik	914	787	857	1150	471	825
4921504A21Rik	4	3	0	1	0	9
4921504E06Rik	0	0	0	0	43	12
4921507G05Rik	1	1	3	1	5	0
4921507P07Rik	17	23	11	38	24	19
4921508D12Rik	0	0	0	0	0	0
4921509C19Rik	0	0	0	0	0	0
4921509O07Rik	0	0	0	0	0	0
4921511C10Rik	0	1	1	0	0	0
4921511C20Rik	0	0	0	0	0	0
4921511I17Rik	6	9	6	4	5	9
4921513H07Rik	0	0	0	0	0	0
4921513I03Rik	1	0	2	3	1	0
4921515E04Rik	0	0	0	0	0	0
4921517D22Rik	0	0	0	0	0	0
4921518K17Rik	1	0	0	0	0	0
4921524J17Rik	168	110	129	258	40	131
4921524L21Rik	0	0	0	0	0	0
4921525O09Rik	0	0	0	0	0	2
4921528I07Rik	0	0	0	0	0	2
4921529L05Rik	0	0	0	0	0	3
4921531C22Rik	47	26	23	37	18	22
4921531P14Rik	0	0	0	0	0	1
4921533I20Rik	0	0	0	0	0	0
4921534H16Rik	0	0	0	0	0	0
4921536K21Rik	7	5	23	15	0	8
4921539E11Rik	0	0	0	0	0	0
4922502B01Rik	0	0	0	0	0	0
4922502H24Rik	0	0	0	0	0	0
4922502N22Rik	0	0	0	0	0	0
4930401C15Rik	0	0	0	0	0	0
4930401G09Rik	0	0	0	3	0	0
4930401O10Rik	0	0	0	0	0	0
4930401O12Rik	0	0	0	0	0	0
4930402F06Rik	0	0	0	0	0	0
4930402F11Rik	0	0	0	0	0	0
4930402H24Rik	1237	769	737	698	112	634
4930402K13Rik	0	0	0	0	0	0
4930403D09Rik	0	0	0	0	0	0
4930404A05Rik	0	0	0	0	0	0
4930404H11Rik	0	0	0	0	0	0
4930404I05Rik	11	20	10	13	15	11
4930404N11Rik	130	107	103	75	93	199
4930405A10Rik	0	0	0	0	0	0
4930405A21Rik	3	0	1	3	6	1
4930405D11Rik	0	0	0	0	0	0
4930405J17Rik	0	0	0	0	3	0
4930405L22Rik	0	0	0	0	0	0
4930405O22Rik	0	1	0	0	0	2
4930406D18Rik	0	0	0	0	0	0
4930407G08Rik	0	0	0	0	0	0
4930407I10Rik	0	0	0	0	0	0
4930407I19Rik	0	0	0	0	0	0
4930412B13Rik	1	0	0	0	0	1
4930412C18Rik	3	0	8	4	6	12
4930412M03Rik	6	9	6	13	7	5
4930412O13Rik	0	0	8	3	0	6
4930413E15Rik	0	0	0	0	0	0
4930413F20Rik	2	4	1	0	33	42
4930413G21Rik	221	140	162	294	139	202
4930413M19Rik	0	0	0	0	0	0
4930414N06Rik	45	59	58	18	16	29
4930415L06Rik	0	0	0	0	0	0
4930415O20Rik	4	8	4	2	72	2
4930417O13Rik	0	2	0	0	0	2
4930417O22Rik	0	0	0	0	0	0
4930419G24Rik	0	0	0	0	0	0
4930422M22Rik	4	6	10	11	5	18
4930423M02Rik	0	0	0	0	0	0
4930425K10Rik	0	0	0	0	0	0
4930425L21Rik	0	0	0	0	0	0
4930425O10Rik	0	0	0	0	0	1
4930426D05Rik	0	0	0	0	0	0
4930426I24Rik	221	219	166	231	35	198
4930426L09Rik	6	5	2	2	0	3
4930428D20Rik	0	0	0	0	0	0
4930428E07Rik	0	0	0	0	0	0
4930428G15Rik	0	0	0	0	0	0
4930428O21Rik	0	1	0	0	0	1
4930429B21Rik	14	16	13	26	4	28
4930429C20Rik	0	0	0	0	0	0
4930429D17Rik	0	1	1	0	0	0
4930429F11Rik	0	0	0	0	0	0
4930429F24Rik	2	4	1	5	6	6
4930429H19Rik	0	0	1	0	0	4
4930430F08Rik	80	75	134	59	20	59
4930430F21Rik	0	0	0	0	0	0
4930430J02Rik	0	1	0	1	1	0
4930431F10Rik	0	0	0	0	0	0
4930431F12Rik	2	0	0	0	0	0
4930431P03Rik	4	0	4	0	0	8
4930431P22Rik	8	0	2	6	0	1
4930432J09Rik	0	0	1	0	0	0
4930432K21Rik	36	15	10	12	7	12
4930432L08Rik	1	1	0	2	0	0
4930432M17Rik	0	0	0	0	0	0
4930432O09Rik	0	0	0	0	0	0
4930433B08Rik	0	0	0	0	1	0
4930433I11Rik	0	0	0	0	0	0
4930433N12Rik	0	3	0	0	0	0
4930434J06Rik	0	0	0	0	0	0
4930435F18Rik	0	0	0	0	0	0
4930438A08Rik	1	0	0	7	0	0
4930438E09Rik	0	0	0	0	0	0
4930440C22Rik	0	0	0	0	0	0
4930440I19Rik	0	0	0	5	0	0
4930441H08Rik	0	0	0	0	0	0
4930441J16Rik	0	0	0	0	0	0
4930442E04Rik	0	0	0	0	0	0
4930442J19Rik	0	0	0	0	0	0
4930442L01Rik	1	0	0	0	0	0
4930443O20Rik	3	9	0	2	1	1
4930444F02Rik	0	0	0	0	0	0
4930444G20Rik	0	0	0	0	0	0
4930444M15Rik	1	1	0	0	0	0
4930444P10Rik	0	0	0	0	0	1
4930445N08Rik	0	0	0	0	0	0
4930445N18Rik	1	0	0	1	0	0
4930447A16Rik	0	1	0	0	0	0
4930447C04Rik	1	0	1	0	0	0
4930447F24Rik	6	11	5	9	0	2
4930447J18Rik	0	0	0	0	0	0
4930447K03Rik	3	0	0	0	1	5
4930447M23Rik	0	2	0	0	0	2
4930447N08Rik	8	13	3	9	0	17
4930448C13Rik	0	0	0	0	0	0
4930448F12Rik	0	0	0	0	0	0
4930448H16Rik	0	0	1	0	0	0
4930448I06Rik	0	0	0	0	0	0
4930448I18Rik	0	0	0	0	0	0
4930448K20Rik	0	0	0	0	0	0
4930449C09Rik	0	0	0	0	0	0
4930449E01Rik	0	0	0	0	0	0
4930449E18Rik	0	0	0	0	1	0
4930449I24Rik	0	0	0	0	0	0
4930451E10Rik	66	60	95	76	50	80
4930451G09Rik	10	2	7	2	4	10
4930451I11Rik	0	0	0	0	0	0
4930452A19Rik	0	0	0	0	0	0
4930452G13Rik	0	0	0	0	0	0
4930452N14Rik	0	0	0	0	0	0
4930453H23Rik	0	0	0	0	0	0
4930453L07Rik	0	0	0	0	0	0
4930453N24Rik	163	127	122	202	73	162
4930455B14Rik	0	0	0	0	0	0
4930455C13Rik	59	75	102	83	43	105
4930455D15Rik	16	9	14	18	0	4
4930455F16Rik	0	0	0	0	0	0
4930455G09Rik	7	2	7	3	0	3
4930455H04Rik	215	174	108	137	11	80
4930455J16Rik	0	0	0	0	0	0
4930456L15Rik	0	0	0	0	1	0
4930459C07Rik	2	0	0	3	0	0
4930459L07Rik	0	0	0	0	0	0
4930461G14Rik	0	82	8	52	0	2
4930463O16Rik	0	0	1	0	0	0
4930465K10Rik	2	6	4	2	0	1
4930465M20Rik	0	0	0	0	0	0
4930467D21Rik	0	0	24	20	0	0
4930467E23Rik	0	0	0	0	0	0
4930467J12Rik	0	0	0	0	0	0
4930467K11Rik	0	0	1	0	0	0
4930469K13Rik	5	4	6	3	4	13
4930470G03Rik	197	189	157	141	80	181
4930470H14Rik	1	0	0	0	0	0
4930470O06Rik	0	0	0	0	0	0
4930470P17Rik	0	0	0	0	0	0
4930471C04Rik	0	0	0	0	0	0
4930471G03Rik	0	0	0	0	0	0
4930471G24Rik	0	0	0	0	0	0
4930471L23Rik	0	0	0	0	0	0
4930471M09Rik	0	0	0	0	0	0
4930473A02Rik	619	422	404	635	130	332
4930473H19Rik	16	19	29	15	16	24
4930473O22Rik	0	0	0	0	0	0
4930474G06Rik	0	0	0	0	0	0
4930474H20Rik	0	0	0	0	0	0
4930474M22Rik	10	1	1	1	1	1
4930474N05Rik	0	0	0	0	0	0
4930474N09Rik	0	0	0	0	2	0
4930477N07Rik	0	0	0	0	0	1
4930478L05Rik	2	0	0	0	0	0
4930478P22Rik	0	0	0	0	0	0
4930479D17Rik	0	1	0	0	0	0
4930480E11Rik	0	0	0	0	0	0
4930480G23Rik	1	0	0	0	0	0
4930480K15Rik	0	0	0	0	0	0
4930480K23Rik	25	5	7	9	4	8
4930480M12Rik	0	0	0	0	0	0
4930481A15Rik	183	84	206	185	104	151
4930482G09Rik	0	0	0	0	0	0
4930483J18Rik	0	0	0	0	0	0
4930483K19Rik	28	21	54	137	12	41
4930483O08Rik	1	0	0	0	0	0
4930484H19Rik	0	0	0	0	0	0
4930486F22Rik	0	2	0	0	0	0
4930486I03Rik	5	18	1	1	0	5
4930486L24Rik	10	51	10	7	3	33
4930487D11Rik	0	0	0	0	0	0
4930487H11Rik	1	18	5	6	0	9
4930488B22Rik	0	0	0	0	0	0
4930488L21Rik	1	0	0	0	0	0
4930500F04Rik	0	0	0	0	0	0
4930500G05Rik	0	0	0	0	0	0
4930500L23Rik	0	0	0	0	0	0
4930502A04Rik	0	0	0	0	1	0
4930502E09Rik	2	6	4	1	0	0
4930503B20Rik	1	6	24	4	1	6
4930503E14Rik	0	0	0	0	0	0
4930503E24Rik	0	0	0	0	0	0
4930503F20Rik	0	0	0	0	0	0
4930503H13Rik	0	0	0	0	0	0
4930503L19Rik	206	200	363	382	21	131
4930503O07Rik	0	0	0	0	0	0
4930504C09Rik	0	0	0	0	0	0
4930505A04Rik	2	1	0	0	0	1
4930505G20Rik	0	0	0	0	0	0
4930505K13Rik	0	0	0	0	0	0
4930505K14Rik	0	0	2	0	0	0
4930505M18Rik	0	0	0	0	0	0
4930505N22Rik	13	9	10	18	2	12
4930506A18Rik	0	3	0	2	1	1
4930506C21Rik	91	52	122	66	46	88
4930507D05Rik	29	28	26	24	9	23
4930507D10Rik	0	0	0	0	0	0
4930509E16Rik	0	0	0	0	0	1
4930509G22Rik	8	6	1	4	12	10
4930509J09Rik	0	0	0	0	0	0
4930509K18Rik	0	0	0	1	0	0
4930511A02Rik	0	0	0	0	0	0
4930511A08Rik	2	0	1	6	0	0
4930511E03Rik	0	0	0	0	0	0
4930511M06Rik	13	4	19	0	0	3
4930512B01Rik	63	91	80	99	18	47
4930512J16Rik	0	4	4	1	11	5
4930512M02Rik	0	0	0	0	0	0
4930513D17Rik	0	0	0	0	0	0
4930513L16Rik	2	1	0	3	2	2
4930513N10Rik	68	55	74	57	3	44
4930513O06Rik	0	0	0	0	0	0
4930515B02Rik	0	0	0	0	0	0
4930515G01Rik	54	52	45	72	25	63
4930515G16Rik	0	0	0	0	0	0
4930515L03Rik	0	0	0	0	0	0
4930515L19Rik	0	0	0	0	0	0
4930517E11Rik	0	0	0	0	0	0
4930517G24Rik	0	0	0	0	0	2
4930517M08Rik	0	0	0	0	0	0
4930518J21Rik	0	0	0	0	0	0
4930518P08Rik	0	0	0	0	0	0
4930519D14Rik	0	0	0	0	0	0
4930519F16Rik	0	3	0	0	0	0
4930519F24Rik	0	0	0	0	0	0
4930519G04Rik	0	4	0	0	0	0
4930519H02Rik	0	0	0	0	0	0
4930519K11Rik	1	0	0	0	0	0
4930519L02Rik	0	0	0	0	0	0
4930520O04Rik	16	14	13	9	4	18
4930520P13Rik	0	0	0	0	0	0
4930521E06Rik	2	1	0	1	0	1
4930521O11Rik	0	0	0	0	0	0
4930521O17Rik	0	0	0	0	0	0
4930522H14Rik	0	0	0	0	0	0
4930522O17Rik	0	0	0	0	0	0
4930522P08Rik	6	8	1	2	0	3
4930523C07Rik	419	350	293	566	79	246
4930523O13Rik	0	0	0	0	0	0
4930524B15Rik	0	0	0	0	0	0
4930524B17Rik	0	0	0	0	0	0
4930524C18Rik	0	0	0	0	0	0
4930524O05Rik	4	0	0	0	0	0
4930524O08Rik	0	1	0	0	0	0
4930525C09Rik	0	0	0	0	0	0
4930525D18Rik	2	1	0	0	0	0
4930525G20Rik	7	7	6	0	3	0
4930526F13Rik	0	1	0	0	0	4
4930526H09Rik	0	0	0	0	0	0
4930526I15Rik	191	173	139	197	101	229
4930526L06Rik	0	0	0	2	0	0
4930527A07Rik	0	0	0	0	0	0
4930527F14Rik	0	0	0	0	0	0
4930527G23Rik	0	0	0	0	0	0
4930528A17Rik	73	51	65	51	19	85
4930528D03Rik	0	0	0	0	0	0
4930528G23Rik	0	0	0	0	0	0
4930528H21Rik	0	0	0	0	0	3
4930528P14Rik	0	0	0	0	0	0
4930529C04Rik	0	0	0	0	0	0
4930529I22Rik	0	0	0	0	0	0
4930529K09Rik	0	0	0	0	0	0
4930529L06Rik	0	0	0	0	0	0
4930529N20Rik	0	0	0	0	0	0
4930532I03Rik	0	0	0	0	0	0
4930532M18Rik	0	0	0	0	0	0
4930533B01Rik	2	0	0	1	0	0
4930533K18Rik	231	212	73	152	82	212
4930533N22Rik	0	0	0	0	0	0
4930533P14Rik	0	0	0	0	0	0
4930534H03Rik	0	0	0	0	0	0
4930535L15Rik	0	1	0	2	1	0
4930535O05Rik	0	0	0	0	0	0
4930538E20Rik	0	0	0	0	2	18
4930538L07Rik	0	0	0	0	0	0
4930539C22Rik	0	0	0	0	0	0
4930539J05Rik	219	136	127	166	43	108
4930539M17Rik	0	0	0	0	0	0
4930539N22Rik	0	0	0	0	0	0
4930540M03Rik	0	0	0	0	0	0
4930542C21Rik	0	0	0	0	0	0
4930542D17Rik	0	1	0	0	0	0
4930542M03Rik	0	0	0	0	0	0
4930543E12Rik	0	0	1	0	0	0
4930543N07Rik	0	0	0	0	0	0
4930544D05Rik	0	2	0	0	0	0
4930544G11Rik	0	0	0	0	0	0
4930544M13Rik	0	0	0	1	0	0
4930545E07Rik	0	0	0	0	0	0
4930545H06Rik	0	0	0	0	0	0
4930545L08Rik	0	0	0	0	0	0
4930545L23Rik	1	0	0	0	0	1
4930546C10Rik	0	0	0	0	0	2
4930546K05Rik	0	0	0	1	0	0
4930547E08Rik	5	0	1	0	0	0
4930547E14Rik	0	0	0	0	0	0
4930547H16Rik	0	0	0	0	0	0
4930548G14Rik	0	0	0	0	0	0
4930548H24Rik	0	1	0	0	0	2
4930548J01Rik	0	0	0	0	1	0
4930548K13Rik	0	0	0	0	0	0
4930549C15Rik	0	0	0	0	0	0
4930549G23Rik	111	209	131	142	40	78
4930550C14Rik	5	8	11	8	0	13
4930550C17Rik	0	0	0	0	0	0
4930550L24Rik	0	0	0	0	0	0
4930552N02Rik	0	0	0	0	0	0
4930552P12Rik	0	0	0	2	2	1
4930553C11Rik	0	0	0	0	0	0
4930553E22Rik	0	0	0	0	0	2
4930553J12Rik	0	0	0	0	0	0
4930553P18Rik	1	2	1	0	0	1
4930554C24Rik	0	0	0	0	0	0
4930554G24Rik	0	0	0	0	0	0
4930554H23Rik	0	0	0	0	0	0
4930554I06Rik	0	0	2	0	0	0
4930554P06Rik	0	0	0	0	0	0
4930555A03Rik	2	2	12	2	2	4
4930555B11Rik	0	0	0	0	0	0
4930555B12Rik	0	0	0	0	0	0
4930555G01Rik	0	0	0	0	0	0
4930555G07Rik	0	0	0	0	0	0
4930555G21Rik	0	0	0	0	0	0
4930555K05Rik	0	0	0	0	0	0
4930555K19Rik	0	0	0	0	0	0
4930555M17Rik	0	0	0	0	0	0
4930556C24Rik	0	0	0	0	0	0
4930556G01Rik	0	0	0	0	0	0
4930556J02Rik	0	0	0	0	0	0
4930556L07Rik	0	0	0	0	0	0
4930556M19Rik	41	41	57	44	9	32
4930556N09Rik	0	0	0	0	0	0
4930556N13Rik	0	0	1	0	6	0
4930557F10Rik	0	0	0	0	0	0
4930557J02Rik	1	0	0	1	0	0
4930557K07Rik	82	95	75	129	46	70
4930558C23Rik	0	0	0	0	0	0
4930558F17Rik	0	0	0	0	0	0
4930558G05Rik	0	0	0	0	0	0
4930558J18Rik	1	3	9	4	0	0
4930558K02Rik	0	0	0	0	0	0
4930559C10Rik	0	0	0	0	0	0
4930562C15Rik	11	4	2	1	0	5
4930562F07Rik	173	127	125	242	40	112
4930563E18Rik	2	0	0	0	0	0
4930563E22Rik	6	7	17	3	3	14
4930563F08Rik	0	0	0	0	0	0
4930563H07Rik	0	0	0	0	0	0
4930563I02Rik	0	0	0	0	0	0
4930563J15Rik	0	0	0	0	0	0
4930563M20Rik	0	0	0	0	0	0
4930563M21Rik	0	1	1	0	0	0
4930564C03Rik	0	0	0	0	0	0
4930564D02Rik	0	0	0	1	0	0
4930565D16Rik	0	0	0	0	0	0
4930565N06Rik	23	24	14	26	5	10
4930567H12Rik	0	0	0	0	0	0
4930567H17Rik	0	0	0	0	0	0
4930567J20Rik	0	0	0	0	0	0
4930567K12Rik	0	0	0	0	0	0
4930567K20Rik	0	0	0	0	0	0
4930568D16Rik	0	0	0	0	0	0
4930568E12Rik	0	0	0	0	0	0
4930568G15Rik	0	0	0	0	0	0
4930570E03Rik	0	0	0	0	0	0
4930570G19Rik	0	0	1	0	0	5
4930571K23Rik	0	0	0	0	0	0
4930571O06Rik	0	0	0	0	0	0
4930572K03Rik	0	0	0	0	0	0
4930572O03Rik	0	2	1	0	0	0
4930572O13Rik	0	0	0	0	0	0
4930573H18Rik	0	0	0	0	0	0
4930573O16Rik	0	0	0	6	3	0
4930577N17Rik	67	43	58	54	17	49
4930578E11Rik	0	0	0	0	0	0
4930578G10Rik	3	0	0	5	1	33
4930578I06Rik	0	4	1	1	0	0
4930578L24Rik	26	9	10	17	2	5
4930578M01Rik	0	0	0	0	2	2
4930578N18Rik	0	0	0	0	0	0
4930579C12Rik	0	2	1	0	0	3
4930579D09Rik	0	0	0	0	0	0
4930579F01Rik	0	0	0	0	0	0
4930579G18Rik	286	266	289	281	67	188
4930579G24Rik	49	42	82	46	1	31
4930579H20Rik	0	0	0	0	0	0
4930579J19Rik	0	0	0	0	0	0
4930579K19Rik	5	2	4	1	0	7
4930579P08Rik	0	0	0	0	0	0
4930581F22Rik	164	226	285	163	47	171
4930583I09Rik	0	0	0	0	0	0
4930583K01Rik	0	0	0	0	0	0
4930583P06Rik	0	0	0	0	0	0
4930584F24Rik	0	0	0	0	0	0
4930586N03Rik	36	35	35	18	10	28
4930587E11Rik	0	0	0	0	0	0
4930588J15Rik	0	0	0	0	0	0
4930589L23Rik	0	1	0	1	0	0
4930590A17Rik	0	0	0	0	0	0
4930590J08Rik	1	1	3	1	0	3
4930590L20Rik	1	0	1	0	0	0
4930591A17Rik	0	0	0	0	0	0
4930591E09Rik	0	0	0	0	0	0
4930592A05Rik	130	55	83	27	26	137
4930592C13Rik	0	0	0	1	0	0
4930592I03Rik	2	0	0	2	0	2
4930593A02Rik	0	0	0	0	0	0
4930593C16Rik	0	0	0	0	0	0
4930594C11Rik	1	4	1	3	0	10
4930594M22Rik	161	164	106	214	41	94
4930594O21Rik	0	0	0	0	2	0
4930595D18Rik	2	1	1	1	0	4
4930595M18Rik	0	0	0	0	0	0
4930596D02Rik	0	0	0	0	0	0
4930596I21Rik	0	3	0	4	0	0
4930597A21Rik	0	0	0	0	0	0
4930597G03Rik	0	0	0	0	0	0
4930598F16Rik	0	1	0	0	0	0
4930598N05Rik	0	0	0	0	0	0
4930599N23Rik	47	75	67	87	15	61
4931400O07Rik	0	0	0	0	0	0
4931402G19Rik	29	16	23	9	8	35
4931403E22Rik	83	48	61	32	26	84
4931403G20Rik	46	64	46	90	9	33
4931406B18Rik	0	2	0	0	0	2
4931406C07Rik	377	363	341	514	155	443
4931406H21Rik	7	10	1	7	2	9
4931408C20Rik	0	0	0	0	0	0
4931408D14Rik	35	21	5	0	0	1
4931413K12Rik	6	10	9	12	4	14
4931414P19Rik	103	104	73	34	24	77
4931415C17Rik	0	0	0	0	0	6
4931417E11Rik	0	0	0	0	0	0
4931419H13Rik	0	0	0	0	0	0
4931420L22Rik	0	0	0	0	0	0
4931422A03Rik	47	58	37	44	15	42
4931428F04Rik	208	212	208	260	35	97
4931428L18Rik	0	0	0	2	0	0
4931429L15Rik	0	0	1	0	0	0
4931429P17Rik	0	0	0	0	0	0
4931430N09Rik	0	0	0	0	0	0
4931431B13Rik	0	1	0	2	0	1
4931431C16Rik	37	39	31	54	16	74
4931439C15Rik	0	0	0	0	0	0
4931440J10Rik	35	35	35	35	6	16
4931440P22Rik	36	49	62	187	21	29
4932411N23Rik	0	0	0	0	0	0
4932412D23Rik	0	0	0	0	0	0
4932413F04Rik	0	0	0	0	0	0
4932414J04Rik	0	0	0	0	0	0
4932414N04Rik	0	0	0	0	0	0
4932415M13Rik	0	0	0	0	0	0
4932429P05Rik	0	0	0	0	0	0
4932435O22Rik	1	0	0	0	0	0
4932438A13Rik	765	646	837	1140	228	485
4932438H23Rik	15	0	5	5	1	1
4932441J04Rik	5	0	8	6	0	1
4932702P03Rik	9	8	12	27	18	26
4933400A11Rik	0	0	0	1	0	0
4933400B14Rik	0	0	0	0	0	0
4933400C23Rik	0	0	0	0	0	0
4933400F21Rik	0	0	0	1	0	0
4933400L20Rik	0	0	0	0	0	0
4933401B06Rik	0	0	0	0	0	0
4933401D09Rik	1	0	0	0	0	2
4933401H06Rik	0	0	0	0	0	0
4933402C06Rik	0	0	0	0	0	0
4933402D24Rik	1	3	2	0	0	1
4933402E13Rik	0	0	0	0	0	0
4933402J07Rik	0	0	0	0	0	0
4933402J10Rik	0	0	0	0	0	0
4933402J15Rik	0	1	0	0	0	0
4933402N03Rik	0	0	0	0	1	0
4933402N22Rik	0	0	0	1	0	0
4933403O08Rik	0	0	0	0	0	0
4933404G15Rik	0	0	0	0	0	0
4933404K08Rik	0	0	0	0	0	0
4933404K13Rik	0	0	0	0	0	1
4933404O12Rik	30	67	35	2	14	42
4933405D12Rik	3	0	1	0	3	0
4933405E24Rik	0	1	2	0	0	0
4933405L10Rik	0	4	0	2	3	1
4933405O20Rik	0	0	0	0	0	0
4933406C10Rik	7	4	4	0	7	1
4933406D12Rik	0	0	0	0	0	0
4933406F09Rik	0	0	0	0	0	0
4933406G16Rik	0	0	0	0	0	0
4933406I18Rik	11	2	5	8	0	2
4933406J09Rik	1	0	0	0	0	0
4933406J10Rik	0	0	0	0	0	0
4933406K04Rik	0	0	0	0	0	0
4933407E24Rik	0	0	0	0	0	0
4933407G14Rik	0	0	0	0	0	2
4933407I05Rik	0	0	0	0	0	0
4933407K13Rik	65	80	69	55	3	24
4933407L21Rik	2	2	7	1	0	0
4933408J17Rik	9	13	22	20	5	11
4933408N05Rik	3	0	1	0	0	0
4933409F18Rik	0	0	0	0	0	0
4933409G03Rik	0	0	0	0	0	0
4933409K07Rik	1	2	2	0	3	1
4933411E08Rik	0	0	0	0	0	0
4933411G06Rik	0	0	0	0	0	0
4933411K16Rik	19	13	8	11	1	9
4933412E12Rik	32	24	43	6	4	43
4933412E24Rik	0	0	0	0	0	0
4933412O06Rik	2	0	5	7	0	0
4933413J09Rik	9	7	9	5	0	1
4933413L06Rik	0	0	0	0	0	0
4933414I15Rik	0	0	0	0	0	0
4933416E03Rik	0	0	0	0	0	0
4933416E14Rik	0	0	0	0	0	0
4933416I08Rik	0	0	0	0	0	0
4933416M06Rik	0	0	0	0	0	1
4933416M07Rik	61	81	31	188	32	63
4933416O17Rik	0	0	0	0	0	0
4933417A18Rik	0	1	1	0	26	6
4933417D19Rik	10	9	15	5	5	14
4933417E11Rik	0	1	2	0	0	1
4933417G07Rik	0	0	0	0	0	0
4933417O13Rik	0	0	0	0	0	0
4933421I07Rik	0	0	0	0	0	0
4933421O10Rik	65	72	75	46	99	94
4933422A05Rik	1	1	0	0	0	1
4933424G05Rik	0	2	0	12	0	1
4933424G06Rik	0	0	0	0	0	1
4933424L21Rik	0	1	0	2	3	0
4933424M12Rik	1	2	2	0	0	8
4933425B07Rik	0	3	0	0	0	0
4933427D06Rik	0	0	0	0	0	0
4933427D14Rik	122	150	259	149	50	165
4933427E11Rik	6	1	3	3	2	3
4933427E13Rik	0	0	0	0	0	0
4933427I04Rik	0	1	2	0	0	0
4933427I22Rik	0	0	0	0	0	0
4933428C19Rik	0	0	0	0	0	0
4933428G20Rik	117	77	133	102	23	94
4933428M09Rik	0	0	0	0	0	0
4933429K18Rik	0	0	0	0	2	0
4933429O19Rik	0	0	0	0	0	0
4933430H16Rik	0	0	1	0	0	0
4933430I17Rik	4	11	12	4	0	0
4933430M04Rik	0	0	0	0	0	1
4933430N04Rik	0	0	0	0	0	0
4933431E20Rik	305	332	83	227	203	181
4933431G14Rik	3	4	0	4	0	2
4933432G23Rik	0	0	0	0	0	0
4933432I03Rik	0	0	0	0	0	1
4933432I09Rik	0	1	1	0	0	0
4933432K03Rik	0	0	0	0	0	2
4933433F19Rik	0	0	0	0	0	0
4933433G08Rik	0	0	0	0	0	0
4933433G15Rik	5	4	7	7	3	1
4933433G19Rik	110	124	115	157	18	86
4933433H22Rik	0	2	6	1	0	2
4933434E20Rik	428	367	470	572	189	326
4933434P08Rik	0	0	0	0	0	0
4933436E23Rik	0	0	0	0	0	0
4933436H12Rik	0	0	0	0	0	0
4933436I01Rik	0	0	0	0	0	0
4933438B17Rik	0	0	0	0	0	0
4933438K21Rik	0	0	0	0	0	0
4933439C10Rik	125	127	145	135	132	180
4933439K11Rik	9	11	21	10	5	13
4933440J02Rik	0	1	0	3	0	0
4933440M02Rik	4	0	0	0	0	0
5031410I06Rik	0	0	0	0	0	0
5031425E22Rik	253	205	251	227	114	242
5031425F14Rik	13	8	6	0	4	25
5031426D15Rik	0	0	1	0	1	2
5031434C07Rik	1	2	0	0	0	0
5031434O11Rik	44	19	26	49	43	16
5031439G07Rik	1164	1147	974	1133	245	1177
5033403F01Rik	5	1	7	2	1	5
5033403H07Rik	0	5	1	0	1	2
5033404E19Rik	0	0	0	0	0	0
5033406O09Rik	29	33	25	17	4	38
5033417F24Rik	33	14	12	10	23	15
5033430I15Rik	11	15	28	28	10	19
5330411J11Rik	0	7	1	1	2	0
5330413P13Rik	0	0	0	0	0	0
5330416C01Rik	16	18	12	28	0	36
5330429C05Rik	1	0	0	2	0	2
5330434G04Rik	0	0	0	0	0	0
5330439B14Rik	24	30	23	17	14	17
5430401F13Rik	0	0	0	0	0	0
5430402E10Rik	0	0	0	0	0	0
5430402O13Rik	1	4	8	0	8	5
5430403G16Rik	17	8	21	6	17	24
5430403N17Rik	2	1	0	0	0	0
